year,month_number,produccion,importaciones,exportaciones_totales,consumo_nacional_aparente,inventario_inicial,inventario_final,oferta_total,demanda_total,net_exports,supply_demand_ratio,demand_pressure,excess_supply,inventory_to_consumption,inventory_months,production_share
2022,1,1052210.0,571,155130,358462,726042,1230323,1778824,548501,154559.0,3.2430642788253805,0.2887257473059433,1265231.0,3.4322271258878208,41.18672551065385,0.5915200154708954
2022,2,1063134.0,451,238545,275047,1230323,1742413,2293908,551494,238094.0,4.1594432577688965,0.22389389635504126,1780316.0,6.334964569691725,76.0195748363007,0.46345973770526105
2022,3,1249594.0,614,225375,396045,1742413,2324460,2992621,668161,224761.0,4.478892063439799,0.20765075163209776,2371201.0,5.869181532401621,70.43017838881946,0.4175583877811457
2022,4,1086368.0,712,193735,384317,2324460,2790299,3411539,621240,193023.0,5.491499259545425,0.16944019416451223,2833488.0,7.260410026098247,87.12492031317896,0.31843927330158034
2022,5,596828.0,547,177402,246142,2790299,2925445,3387675,462230,176855.0,7.328981243104082,0.12502501716516998,2964130.0,11.88519228737883,142.62230744854597,0.17617628609592123
2022,6,100219.0,686,151588,395250,2925445,2435067,3026349,591282,150902.0,5.118283661603093,0.18069225304409603,2479512.0,6.160827324478178,73.92992789373814,0.033115480071862165
2022,7,9707.0,522,93768,333546,2435067,1979887,2445296,465409,93246.0,5.25407974491254,0.17474939639209322,2017982.0,5.935873912443861,71.23048694932633,0.00396966256845797
2022,8,0.0,805,172685,324803,1979887,1430810,1980692,549882,171880.0,3.6020309811923283,0.25116878343528426,1483204.0,4.405162513893036,52.86195016671644,0.0
2022,9,0.0,425,74597,326048,1430810,964273,1431235,466963,74172.0,3.0649858768253586,0.27992957131428453,1030590.0,2.9574571842182746,35.48948621061929,0.0
2022,10,0.0,623,4241,339153,964273,587925,964895,376970,3618.0,2.559606865267793,0.35588705933074655,621502.0,1.7335096549344986,20.802115859213984,0.0
2022,11,128564.0,662,28631,315689,587925,339244,717151,377908,27969.0,1.8976867385712926,0.48012203845494184,372831.0,1.0746145732033743,12.89537487844049,0.17927047441891597
2022,12,728642.0,351,65797,316331,339244,653681,1068236,414555,65446.0,2.576825752915777,0.3577183714849795,686109.0,2.066446222469502,24.79735466963402,0.6820983378204816
2023,1,1060226.0,319,161375,397356,653681,1125942,1714226,588285,161056.0,2.9139379722413454,0.3259377701656608,1155495.0,2.83358499682904,34.00301996194848,0.6184867106204199
2023,2,1021936.0,321,180000,338690,1125942,1602864,2148198,545334,179679.0,3.939233570619107,0.2414534221457137,1629509.0,4.732540080899938,56.79048097079925,0.47571778765272105
2023,3,1122223.0,2109,139402,380836,1602864,2166835,2727196,560361,137293.0,4.866855473525103,0.19075930002830746,2206958.0,5.689680072262076,68.27616086714491,0.41149334334605947
2023,4,821798.0,7086,100012,364030,2166835,2507803,2995720,487917,92926.0,6.139814763576592,0.1549017114088471,2531677.0,6.889000906518693,82.66801087822432,0.27432403562415714
2023,5,322316.0,29345,85981,458151,2507803,2281151,2859464,578313,56636.0,4.944491996548582,0.19029160709839327,2315332.0,4.979037478909792,59.7484497469175,0.11271902706241449
2023,6,18543.0,55769,132211,344001,2281151,1850080,2355463,505383,76442.0,4.6607483829095955,0.2021734155875087,1879251.0,5.378123900802614,64.53748680963136,0.0078723376253416
2023,7,0.0,73022,52040,361378,1850080,1481283,1923102,441819,-20982.0,4.352691939459372,0.21497455673178023,1509684.0,4.098984996319643,49.18781995583572,0.0
2023,8,0.0,53767,68627,308300,1481283,1120944,1535050,414105,14860.0,3.706910083191461,0.24554705058467152,1158123.0,3.6358871229322087,43.630645475186505,0.0
2023,9,0.0,43138,21681,269283,1120944,835091,1164083,328992,-21457.0,3.5383322390818015,0.24995146390030942,873118.0,3.1011649454291583,37.213979345149895,0.0
2023,10,0.0,41376,19,316298,835091,537466,876467,339001,-41357.0,2.5854407509122392,0.3609000681143728,560150.0,1.6992393249404043,20.39087189928485,0.0
2023,11,83231.0,92814,18534,340318,537466,332863,713511,380648,-74280.0,1.874464071793363,0.5029382868659348,354659.0,0.9780940179479193,11.737128215375032,0.11664991850160684
2023,12,539192.0,68947,41660,336563,332863,546352,941001,394649,-27287.0,2.384399808437371,0.40193644646876414,562779.0,1.6233275790862334,19.479930949034802,0.5729983283758465
2024,1,850325.0,94245,60339,417459,546352,991121,1490922,499802,-33906.0,2.983025278010092,0.3204714934785321,1013124.0,2.3741756675505856,28.49010801060703,0.5703350007579203
2024,2,930506.0,74241,109072,383055,991121,1485870,1995868,509998,34831.0,3.9134820136549555,0.24657291965200104,1503741.0,3.878999099346047,46.54798919215256,0.46621620267472597
2024,3,982983.0,63363,105203,318449,1485870,2075043,2532215,457173,41840.0,5.538855094242224,0.1673048428728039,2108564.0,6.516092058696997,78.19310470436396,0.388190971145815
2024,4,877671.0,60146,12756,390375,2075043,2587309,3012859,425550,-47390.0,7.079917753495477,0.13380342929973513,2609729.0,6.6277528017931475,79.53303362151777,0.29130835528645715
2024,5,390430.0,67888,58887,333847,2587309,2636919,3045627,408708,-9001.0,7.451840923104025,0.12895013079408607,2652893.0,7.898585280083392,94.7830233610007,0.12819363631856429
2024,6,47267.0,42522,17888,323629,2636919,2361551,2726707,365157,-24634.0,7.46721821024929,0.12524883485873808,2385191.0,7.297093276560506,87.56511931872608,0.01733482915472766
2024,7,1943.0,45163,9193,343004,2361551,2038473,2408657,370184,-35970.0,6.5066480452963935,0.14622131752258624,2056460.0,5.943000664715281,71.31600797658336,0.0008066735944553334
2024,8,0.0,39950,6077,330209,2038473,1723189,2078423,355234,-33873.0,5.850856055445143,0.1617986329058137,1742137.0,5.2184798112710435,62.62175773525252,0.0
2024,9,0.0,30871,11648,294024,1723189,1417934,1754059,336125,-19223.0,5.218472294533283,0.17426541851476005,1448388.0,4.82251108753027,57.870133050363236,0.0
2025,1,862943.0,12021,114697,299568,879369,1322859,1754333,431474,102676.0,4.065906636321076,0.23613817901162437,1340068.0,4.415888879987182,52.990666559846176,0.4918923602303554
2025,2,911717.0,13695,150156,259349,1322859,1817133,2248272,431138,136461.0,5.214738668361407,0.18214218837497792,1838766.0,7.006516315852385,84.0781957902286,0.4055189941430574
2025,3,1085142.0,12963,59212,326923,1817133,2506343,2915238,408894,46249.0,7.129569032561006,0.13245402262182368,2529103.0,7.666462745050057,91.9975529406007,0.3722310151006539
2025,4,877274.0,9134,66616,414140,2506343,2882041,3392751,510710,57482.0,6.643204558359931,0.14170093826514235,2911995.0,6.959098372531028,83.50918047037234,0.25857305767502536
2025,5,399118.0,7223,184356,269356,2882041,2806671,3288382,481711,177133.0,6.826462339452493,0.1379742377862426,2834670.0,10.419931243410208,125.0391749209225,0.12137215201883479
2025,6,38434.0,11051,51358,392877,2806671,2392966,2856156,463189,40307.0,6.166286332361088,0.1555359721247719,2411921.0,6.0908783156051385,73.09053978726166,0.013456547891641774
2025,7,3110.0,10183,78792,330224,2392966,1971453,2406259,434806,68609.0,5.534097965529455,0.16998003955517674,1997243.0,5.970047604050584,71.640571248607,0.0012924626983213362
2025,8,0.0,5963,93074,275867,1971453,1555664,1977416,421752,87111.0,4.68857527646579,0.1865773312241835,1608475.0,5.639181199636057,67.67017439563267,0.0
2025,9,0.0,6084,74590,317539,1555664,1123129,1561747,438618,68506.0,3.560608547756818,0.25108340141943514,1169619.0,3.536979709578981,42.44375651494777,0.0
2025,10,0.0,3939,43512,307347,1123129,762129,1127068,364938,39573.0,3.088382136143674,0.3113024236337115,776209.0,2.479702095676873,29.75642514812248,0.0
2025,11,61926.0,787,16836,324719,762130,480512,824843,344331,16049.0,2.395494451559691,0.4140848622101418,483288.0,1.4797779002768547,17.757334803322255,0.07507610539217767
2025,12,447574.0,4546,24756,348010,480512,547247,932631,385384,20210.0,2.420004463080979,0.3996924832088112,559866.0,1.5725036636878251,18.870043964253902,0.479904699715107
