section,section_slug,link_text,cycle_start,cycle_end,year,month_number,month_name_es,document_date,url,is_pdf,parent_page
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar julio 2025,2024,2025,2025,7,julio,2025-07-01,https://www.gob.mx/cms/uploads/attachment/file/1029868/10__Balance_Azucar_julio_2025_20251017.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2024-2025?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar agosto 2025,2024,2025,2025,8,agosto,2025-08-01,https://www.gob.mx/cms/uploads/attachment/file/1029869/11__Balance_Azucar_agosto_2025_20251017.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2024-2025?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar septiembre 2025,2024,2025,2025,9,septiembre,2025-09-01,https://www.gob.mx/cms/uploads/attachment/file/1029870/12__Balance_Azucar_septiembre_2025_20251017.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2024-2025?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar octubre 2025,2025,2026,2025,10,octubre,2025-10-01,https://www.gob.mx/cms/uploads/attachment/file/1052198/1__Balance_Azucar_octubre_2025_20260127.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2025-2026?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar noviembre 2025,2025,2026,2025,11,noviembre,2025-11-01,https://www.gob.mx/cms/uploads/attachment/file/1052197/2__Balance_Azucar_noviembre_2025_20260127.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2025-2026?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Balance nacional de azúcar diciembre 2025,2025,2026,2025,12,diciembre,2025-12-01,https://www.gob.mx/cms/uploads/attachment/file/1052199/3__Balance_Azucar_diciembre_2025_20260127.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2025-2026?state=published
BALANCE NACIONAL DE AZÚCAR,balance_nacional_de_azúcar,Descargar,2025,2026,,,,,https://www.gob.mx/cms/uploads/attachment/file/778506/Balance_Nacional_de_Az_car.pdf,True,https://www.gob.mx/conadesuca/documentos/politica-comercial-balance-nacional-de-azucar-2025-2026?state=published
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2013/2014,2013,2014,,,,,https://www.gob.mx/cms/uploads/attachment/file/465027/Estimado_del_balance_del_ciclo_2013-14.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2014/2015,2014,2015,,,,,https://www.gob.mx/cms/uploads/attachment/file/465017/Primer_Estimado_del_balance_del_ciclo_2014-15_aprobado.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2015/2016,2015,2016,,,,,http://www.gob.mx/cms/uploads/attachment/file/152798/Balance_EstimadoSeptiembre2016.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2016/2017,2016,2017,,,,,http://www.gob.mx/cms/uploads/attachment/file/230319/Balance_Ciclo_2016-17_Estimado_1706_2.5.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2017/2018,2017,2018,,,,,https://www.gob.mx/cms/uploads/attachment/file/348133/Balance_estimado_az_car_y_edulcorantes_Ciclo_2017-18_julio.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2018/2019,2018,2019,,,,,https://www.gob.mx/cms/uploads/attachment/file/479706/5Bal_est_18-19__2.5m__190724.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2019/2020,2019,2020,,,,,https://www.gob.mx/cms/uploads/attachment/file/559821/5oBal_est_19-20__2_5m__200625.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2020/2021,2020,2021,,,,,https://www.gob.mx/cms/uploads/attachment/file/657174/5toBal_est_20-21__2_5m__210727.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2021/2022,2021,2022,,,,,https://www.gob.mx/cms/uploads/attachment/file/717472/3erBal_est_21-22__2_5m__220418.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2022/2023,2022,2023,,,,,https://www.gob.mx/cms/uploads/attachment/file/856240/4toBal_est_22-23__2_meses__230911.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2023/2024,2023,2024,,,,,https://www.gob.mx/cms/uploads/attachment/file/925249/4toBal_est_23-24__2.5_meses_.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2024/2025,2024,2025,,,,,https://www.gob.mx/cms/uploads/attachment/file/1005081/5toBal_est_24-25__2_5_meses_.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE AZÚCAR Y EDULCORANTES ESTIMADO,balance_nacional_de_azúcar_y_edulcorantes_estimado,Ciclo 2025/2026,2025,2026,,,,,https://www.gob.mx/cms/uploads/attachment/file/1055838/2do_Bal_est_25-26__2_5_meses__20260209.pdf,True,https://www.gob.mx/conadesuca/documentos/documentos-politica-comercial-ver-mas
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Octubre 2008,2008,2009,2008,10,octubre,2008-10-01,http://www.gob.mx/cms/uploads/attachment/file/145592/Balance_de_Edulcorantes_Oct_08__1314724587_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Noviembre 2008,2008,2009,2008,11,noviembre,2008-11-01,http://www.gob.mx/cms/uploads/attachment/file/145591/Balance_de_Edulcorantes_Nov_08__1314724367_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Diciembre 2008,2008,2009,2008,12,diciembre,2008-12-01,http://www.gob.mx/cms/uploads/attachment/file/145585/Balance_de_Edulcorantes_Dic_08__1314723739_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Enero 2009,2008,2009,2009,1,enero,2009-01-01,http://www.gob.mx/cms/uploads/attachment/file/145584/Balance_de_Edulcorantes_Ene_09__1314724746_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Febrero 2009,2008,2009,2009,2,febrero,2009-02-01,http://www.gob.mx/cms/uploads/attachment/file/145587/Balance_de_Edulcorantes_Feb_09__1374263387_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Marzo 2009,2008,2009,2009,3,marzo,2009-03-01,http://www.gob.mx/cms/uploads/attachment/file/145589/Balance_de_Edulcorantes_Mar_09__1374263446_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Abril 2009,2008,2009,2009,4,abril,2009-04-01,http://www.gob.mx/cms/uploads/attachment/file/145582/Balance_de_Edulcorantes_Abr_09__1314725059_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Mayo 2009,2008,2009,2009,5,mayo,2009-05-01,http://www.gob.mx/cms/uploads/attachment/file/145590/Balance_de_Edulcorantes_May_09__1314725357_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Junio 2009,2008,2009,2009,6,junio,2009-06-01,http://www.gob.mx/cms/uploads/attachment/file/145588/Balance_de_Edulcorantes_Jun_09__1314725632_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Julio 2009,2008,2009,2009,7,julio,2009-07-01,http://www.gob.mx/cms/uploads/attachment/file/145586/Balance_de_Edulcorantes_Jul_09__1314725719_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Agosto 2009,2008,2009,2009,8,agosto,2009-08-01,http://www.gob.mx/cms/uploads/attachment/file/145583/Balance_de_Edulcorantes_Ago_09__1314725805_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Septiembre 2009,2008,2009,2009,9,septiembre,2009-09-01,http://www.gob.mx/cms/uploads/attachment/file/145593/Balance_de_Edulcorantes_Sep_09__1314725880_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2008-2009?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Octubre 2009,2009,2010,2009,10,octubre,2009-10-01,http://www.gob.mx/cms/uploads/attachment/file/145606/Balance_de_Edulcorantes_Octubre_2009__1314728894_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Noviembre 2009,2009,2010,2009,11,noviembre,2009-11-01,http://www.gob.mx/cms/uploads/attachment/file/145605/Balance_de_Edulcorantes_Noviembre_2009__1314729073_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Diciembre 2009,2009,2010,2009,12,diciembre,2009-12-01,http://www.gob.mx/cms/uploads/attachment/file/145598/Balance_de_Edulcorantes_Diciembre_2009__2___1314729412_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Enero 2010,2009,2010,2010,1,enero,2010-01-01,http://www.gob.mx/cms/uploads/attachment/file/145599/Balance_de_Edulcorantes_Enero_2010__1314726343_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Febrero 2010,2009,2010,2010,2,febrero,2010-02-01,http://www.gob.mx/cms/uploads/attachment/file/145601/Balance_de_Edulcorantes_Febrero_2010__1314726413_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Marzo 2010,2009,2010,2010,3,marzo,2010-03-01,http://www.gob.mx/cms/uploads/attachment/file/145603/Balance_de_Edulcorantes_marzo_2010__1314726501_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Abril 2010,2009,2010,2010,4,abril,2010-04-01,http://www.gob.mx/cms/uploads/attachment/file/145596/Balance_de_Edulcorantes_abril_2010__1314726569_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Mayo 2010,2009,2010,2010,5,mayo,2010-05-01,http://www.gob.mx/cms/uploads/attachment/file/145604/Balance_de_Edulcorantes_mayo_2010__1314726665_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Junio 2010,2009,2010,2010,6,junio,2010-06-01,http://www.gob.mx/cms/uploads/attachment/file/145602/Balance_de_Edulcorantes_junio_2010__1314726745_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Julio 2010,2009,2010,2010,7,julio,2010-07-01,http://www.gob.mx/cms/uploads/attachment/file/145600/Balance_de_Edulcorantes_Julio_2010__1314726813_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Agosto 2010,2009,2010,2010,8,agosto,2010-08-01,http://www.gob.mx/cms/uploads/attachment/file/145597/Balance_de_Edulcorantes_Agosto_2010__1324581408_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Septiembre 2010,2009,2010,2010,9,septiembre,2010-09-01,http://www.gob.mx/cms/uploads/attachment/file/145607/Balance_de_Edulcorantes_Septiembre_2010__1324581488_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2009-2010?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Octubre 2010,2010,2011,2010,10,octubre,2010-10-01,http://www.gob.mx/cms/uploads/attachment/file/145626/Balance_de_Edulcorantes_Octubre_2010__1324577682_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Noviembre 2010,2010,2011,2010,11,noviembre,2010-11-01,http://www.gob.mx/cms/uploads/attachment/file/145625/Balance_de_Edulcorantes_Noviembre_2010__1324577322_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Diciembre 2010,2010,2011,2010,12,diciembre,2010-12-01,http://www.gob.mx/cms/uploads/attachment/file/145618/Balance_de_Edulcorantes_Diciembre_2010__1324576184_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Enero 2011,2010,2011,2011,1,enero,2011-01-01,http://www.gob.mx/cms/uploads/attachment/file/145619/Balance_de_Edulcorantes_Enero_2011__1324578088_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Febrero 2011,2010,2011,2011,2,febrero,2011-02-01,http://www.gob.mx/cms/uploads/attachment/file/145620/Balance_de_Edulcorantes_Febrero_2011__1324578172_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Marzo 2011,2010,2011,2011,3,marzo,2011-03-01,http://www.gob.mx/cms/uploads/attachment/file/145623/Balance_de_Edulcorantes_Marzo_2011__1324578235_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Abril 2011,2010,2011,2011,4,abril,2011-04-01,http://www.gob.mx/cms/uploads/attachment/file/145617/Balance_de_Edulcorantes_Abril_2011__1324579922_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Mayo 2011,2010,2011,2011,5,mayo,2011-05-01,http://www.gob.mx/cms/uploads/attachment/file/145624/Balance_de_Edulcorantes_Mayo_2011__1324578462_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Junio 2011,2010,2011,2011,6,junio,2011-06-01,http://www.gob.mx/cms/uploads/attachment/file/145622/Balance_de_Edulcorantes_Junio_2011__1324578535_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Julio 2011,2010,2011,2011,7,julio,2011-07-01,http://www.gob.mx/cms/uploads/attachment/file/145621/Balance_de_Edulcorantes_Julio_2011__1324578598_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Agosto 2011,2010,2011,2011,8,agosto,2011-08-01,http://www.gob.mx/cms/uploads/attachment/file/145616/Balance_de_Edulcorantes_Agosto_2011__1324578684_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Septiembre 2011,2010,2011,2011,9,septiembre,2011-09-01,http://www.gob.mx/cms/uploads/attachment/file/145627/Balance_de_Edulcorantes_septiembre_2011__1324578860_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2010-2011?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Octubre 2011,2011,2012,2011,10,octubre,2011-10-01,http://www.gob.mx/cms/uploads/attachment/file/145639/Balance_de_edulcorantes_de_octubre_2011__1364402116_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Noviembre 2011,2011,2012,2011,11,noviembre,2011-11-01,http://www.gob.mx/cms/uploads/attachment/file/145638/Balance_de_edulcorantes_de_noviembre_2011__1364402172_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Diciembre 2011,2011,2012,2011,12,diciembre,2011-12-01,http://www.gob.mx/cms/uploads/attachment/file/145632/Balance_de_edulcorantes_de_diciembre_2011__1357944301_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Enero 2012,2011,2012,2012,1,enero,2012-01-01,http://www.gob.mx/cms/uploads/attachment/file/145631/Balance_de_edulcorantes_de_enero_2012__1357944405_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Febrero 2012,2011,2012,2012,2,febrero,2012-02-01,http://www.gob.mx/cms/uploads/attachment/file/145634/Balance_de_edulcorantes_de_febrero_2012__1374263311_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Marzo 2012,2011,2012,2012,3,marzo,2012-03-01,http://www.gob.mx/cms/uploads/attachment/file/145635/Balance_de_edulcorantes_de_marzo_2012__1357944602_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Abril 2012,2011,2012,2012,4,abril,2012-04-01,http://www.gob.mx/cms/uploads/attachment/file/145630/Balance_de_edulcorantes_de_abril_2012__1357944668_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Mayo 2012,2011,2012,2012,5,mayo,2012-05-01,http://www.gob.mx/cms/uploads/attachment/file/145637/Balance_de_edulcorantes_de_mayo_2012__1357944727_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Junio 2012,2011,2012,2012,6,junio,2012-06-01,http://www.gob.mx/cms/uploads/attachment/file/145636/Balance_de_edulcorantes_de_JUNIO_20121__1357944786_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Julio 2012,2011,2012,2012,7,julio,2012-07-01,http://www.gob.mx/cms/uploads/attachment/file/145633/Balance_de_edulcorantes_de_JULIO_2012__1357944854_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Agosto 2012,2011,2012,2012,8,agosto,2012-08-01,http://www.gob.mx/cms/uploads/attachment/file/145629/Balance_de_edulcorantes_de_AGOSTO_2012__1357944960_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Septiembre 2012,2011,2012,2012,9,septiembre,2012-09-01,http://www.gob.mx/cms/uploads/attachment/file/145640/Balance_de_edulcorantes_de_Septiembre_2012__1360266834_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2011-2012?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Octubre 2012,2012,2013,2012,10,octubre,2012-10-01,http://www.gob.mx/cms/uploads/attachment/file/145651/Balance_Edulcorantes_octubre_12__1414163920_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2012-2013?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Noviembre 2012,2012,2013,2012,11,noviembre,2012-11-01,http://www.gob.mx/cms/uploads/attachment/file/145650/Balance_Edulcorantes_noviembre_12__1414164025_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2012-2013?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Diciembre 2012,2012,2013,2012,12,diciembre,2012-12-01,http://www.gob.mx/cms/uploads/attachment/file/145643/Balance_Edulcorantes_diciembre_12__1414164075_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2012-2013?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Enero 2013,2012,2013,2013,1,enero,2013-01-01,http://www.gob.mx/cms/uploads/attachment/file/145644/Balance_Edulcorantes_enero_13__1414164159_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2012-2013?state=published
BALANCE NACIONAL DE EDULCORANTES,balance_nacional_de_edulcorantes,Balance Nacional de Edulcorantes Febrero 2013,2012,2013,2013,2,febrero,2013-02-01,http://www.gob.mx/cms/uploads/attachment/file/145645/Balance_Edulcorantes_Febrero_13__1414169225_.pdf,True,http://www.gob.mx/conadesuca/documentos/politica-comercial-balances-edulcorantes-zafra-2012-2013?state=published
